"country","date","variable","value"
"PA",2020-03-20,"transit stations",-47
"PA",2020-03-19,"transit stations",-46
"PA",2020-03-18,"transit stations",-40
"PA",2020-03-17,"transit stations",-35
"PA",2020-03-16,"transit stations",-27
"PA",2020-03-15,"transit stations",-26
"PA",2020-03-14,"transit stations",-21
"PA",2020-03-13,"transit stations",-16
"PA",2020-03-12,"transit stations",-16
"PA",2020-03-11,"transit stations",-14
"PA",2020-03-10,"transit stations",-6
"PA",2020-03-09,"transit stations",0
"PA",2020-03-08,"transit stations",2
"PA",2020-03-07,"transit stations",2
"PA",2020-03-06,"transit stations",3
"PA",2020-03-05,"transit stations",4
"PA",2020-03-04,"transit stations",4
"PA",2020-03-03,"transit stations",5
"PA",2020-03-02,"transit stations",5
"PA",2020-03-01,"transit stations",7
"PA",2020-02-29,"transit stations",10
"PA",2020-02-28,"transit stations",6
"PA",2020-02-27,"transit stations",1
"PA",2020-02-26,"transit stations",-8
"PA",2020-02-25,"transit stations",-26
"PA",2020-02-24,"transit stations",-38
"PA",2020-02-23,"transit stations",-31
"PA",2020-02-22,"transit stations",-11
"PA",2020-02-21,"transit stations",-7
"PA",2020-02-20,"transit stations",6
"PA",2020-02-19,"transit stations",4
"PA",2020-02-18,"transit stations",4
"PA",2020-02-17,"transit stations",3
"PA",2020-02-16,"transit stations",5
"PA",2020-04-05,"workplaces",-74
"PA",2020-04-04,"workplaces",-70
"PA",2020-04-03,"workplaces",-74
"PA",2020-04-02,"workplaces",-74
"PA",2020-04-01,"workplaces",-75
"PA",2020-03-31,"workplaces",-73
"PA",2020-03-30,"workplaces",-72
"PA",2020-03-29,"workplaces",-59
"PA",2020-03-28,"workplaces",-67
"PA",2020-03-27,"workplaces",-72
"PA",2020-03-26,"workplaces",-73
"PA",2020-03-25,"workplaces",-72
"PA",2020-03-24,"workplaces",-62
"PA",2020-03-23,"workplaces",-55
"PA",2020-03-22,"workplaces",-45
"PA",2020-03-21,"workplaces",-43
"PA",2020-03-20,"workplaces",-38
"PA",2020-03-19,"workplaces",-37
"PA",2020-03-18,"workplaces",-33
"PA",2020-03-17,"workplaces",-29
"PA",2020-03-16,"workplaces",-21
"PA",2020-03-15,"workplaces",-14
"PA",2020-03-14,"workplaces",-8
"PA",2020-03-13,"workplaces",-5
"PA",2020-03-12,"workplaces",-5
"PA",2020-03-11,"workplaces",-2
"PA",2020-03-10,"workplaces",3
"PA",2020-03-09,"workplaces",6
"PA",2020-03-08,"workplaces",5
"PA",2020-03-07,"workplaces",4
"PA",2020-03-06,"workplaces",7
"PA",2020-03-05,"workplaces",8
"PA",2020-03-04,"workplaces",7
"PA",2020-03-03,"workplaces",6
"PA",2020-03-02,"workplaces",6
"PA",2020-03-01,"workplaces",6
"PA",2020-02-29,"workplaces",6
"PA",2020-02-28,"workplaces",4
"PA",2020-02-27,"workplaces",0
"PA",2020-02-26,"workplaces",-10
"PA",2020-02-25,"workplaces",-43
"PA",2020-02-24,"workplaces",-71
"PA",2020-02-23,"workplaces",-54
"PA",2020-02-22,"workplaces",-9
"PA",2020-02-21,"workplaces",-11
"PA",2020-02-20,"workplaces",3
"PA",2020-02-19,"workplaces",4
"PA",2020-02-18,"workplaces",4
"PA",2020-02-17,"workplaces",3
"PA",2020-02-16,"workplaces",5
"BZ",2020-04-05,"grocery and pharmacy",-64
"BZ",2020-04-04,"grocery and pharmacy",-51
"BZ",2020-04-03,"grocery and pharmacy",-47
"BZ",2020-04-02,"grocery and pharmacy",-50
"BZ",2020-04-01,"grocery and pharmacy",-23
"BZ",2020-03-31,"grocery and pharmacy",-20
"BZ",2020-03-30,"grocery and pharmacy",-28
"BZ",2020-03-29,"grocery and pharmacy",-49
"BZ",2020-03-28,"grocery and pharmacy",-41
"BZ",2020-03-27,"grocery and pharmacy",-34
"BZ",2020-03-26,"grocery and pharmacy",-37
"BZ",2020-03-25,"grocery and pharmacy",-13
"BZ",2020-03-24,"grocery and pharmacy",-16
"BZ",2020-03-23,"grocery and pharmacy",11
"BZ",2020-03-22,"grocery and pharmacy",-9
"BZ",2020-03-21,"grocery and pharmacy",17
"BZ",2020-03-20,"grocery and pharmacy",30
"BZ",2020-03-19,"grocery and pharmacy",20
"BZ",2020-03-18,"grocery and pharmacy",9
"BZ",2020-03-17,"grocery and pharmacy",7
"BZ",2020-03-16,"grocery and pharmacy",9
"BZ",2020-03-15,"grocery and pharmacy",7
"BZ",2020-03-14,"grocery and pharmacy",16
"BZ",2020-03-13,"grocery and pharmacy",25
"BZ",2020-03-12,"grocery and pharmacy",25
"BZ",2020-03-11,"grocery and pharmacy",14
"BZ",2020-03-10,"grocery and pharmacy",6
"BZ",2020-03-09,"grocery and pharmacy",-10
"BZ",2020-03-08,"grocery and pharmacy",-10
"BZ",2020-03-07,"grocery and pharmacy",4
"BZ",2020-03-06,"grocery and pharmacy",3
"BZ",2020-03-05,"grocery and pharmacy",4
"BZ",2020-03-04,"grocery and pharmacy",5
"BZ",2020-03-03,"grocery and pharmacy",1
"BZ",2020-03-02,"grocery and pharmacy",0
"BZ",2020-03-01,"grocery and pharmacy",2
"BZ",2020-02-29,"grocery and pharmacy",5
"BZ",2020-02-28,"grocery and pharmacy",6
"BZ",2020-02-27,"grocery and pharmacy",4
"BZ",2020-02-26,"grocery and pharmacy",4
"BZ",2020-02-25,"grocery and pharmacy",0
"BZ",2020-02-24,"grocery and pharmacy",0
"BZ",2020-02-23,"grocery and pharmacy",-1
"BZ",2020-02-22,"grocery and pharmacy",1
"BZ",2020-02-21,"grocery and pharmacy",0
"BZ",2020-02-20,"grocery and pharmacy",-1
"BZ",2020-02-19,"grocery and pharmacy",0
"BZ",2020-02-18,"grocery and pharmacy",-4
"BZ",2020-02-17,"grocery and pharmacy",-1
"BZ",2020-02-16,"grocery and pharmacy",-2
"BZ",2020-04-05,"parks",-63
"BZ",2020-04-04,"parks",-57
"BZ",2020-04-03,"parks",-55
"BZ",2020-04-02,"parks",-53
"BZ",2020-04-01,"parks",-39
"BZ",2020-03-31,"parks",-36
"BZ",2020-03-30,"parks",-36
"BZ",2020-03-29,"parks",-38
"BZ",2020-03-28,"parks",-36
"BZ",2020-03-27,"parks",-33
"BZ",2020-03-26,"parks",-38
"BZ",2020-03-25,"parks",-39
"BZ",2020-03-24,"parks",-34
"BZ",2020-03-23,"parks",-24
"BZ",2020-03-22,"parks",-24
"BZ",2020-03-21,"parks",-7
"BZ",2020-03-20,"parks",-5
"BZ",2020-03-19,"parks",-4
"BZ",2020-03-18,"parks",-15
"BZ",2020-03-17,"parks",-13
"BZ",2020-03-16,"parks",-7
"BZ",2020-03-15,"parks",0
"BZ",2020-03-14,"parks",7
"BZ",2020-03-13,"parks",11
"BZ",2020-03-12,"parks",13
"BZ",2020-03-11,"parks",12
"BZ",2020-03-10,"parks",6
"BZ",2020-03-09,"parks",7
"BZ",2020-03-08,"parks",4
"BZ",2020-03-07,"parks",12
"BZ",2020-03-06,"parks",23
"BZ",2020-03-05,"parks",19
"BZ",2020-03-04,"parks",14
"BZ",2020-03-03,"parks",6
"BZ",2020-03-02,"parks",6
"BZ",2020-03-01,"parks",9
"BZ",2020-02-29,"parks",11
"BZ",2020-02-28,"parks",21
"BZ",2020-02-27,"parks",5
"BZ",2020-02-26,"parks",-2
"BZ",2020-02-25,"parks",2
"BZ",2020-02-24,"parks",8
"BZ",2020-02-23,"parks",6
"BZ",2020-02-22,"parks",17
"BZ",2020-02-21,"parks",9
"BZ",2020-02-20,"parks",9
"BZ",2020-02-19,"parks",28
"BZ",2020-02-18,"parks",7
"BZ",2020-02-17,"parks",12
"BZ",2020-02-16,"parks",5
"BZ",2020-04-04,"residential",22
"BZ",2020-04-03,"residential",28
"BZ",2020-04-02,"residential",26
"BZ",2020-04-01,"residential",19
"BZ",2020-03-31,"residential",18
"BZ",2020-03-30,"residential",19
"BZ",2020-03-29,"residential",13
"BZ",2020-03-28,"residential",16
"BZ",2020-03-27,"residential",21
"BZ",2020-03-26,"residential",20
"BZ",2020-03-25,"residential",18
"BZ",2020-03-24,"residential",17
"BZ",2020-03-23,"residential",11
"BZ",2020-03-22,"residential",7
"BZ",2020-03-21,"residential",5
"BZ",2020-03-20,"residential",3
"BZ",2020-03-19,"residential",3
"BZ",2020-03-18,"residential",3
"BZ",2020-03-17,"residential",3
"BZ",2020-03-16,"residential",2
"BZ",2020-03-15,"residential",1
"BZ",2020-03-14,"residential",0
"BZ",2020-03-13,"residential",0
"BZ",2020-03-12,"residential",0
"BZ",2020-03-11,"residential",0
"BZ",2020-03-10,"residential",0
"BZ",2020-03-09,"residential",6
"BZ",2020-03-08,"residential",6
"BZ",2020-03-07,"residential",-1
"BZ",2020-03-06,"residential",-1
"BZ",2020-03-05,"residential",0
"BZ",2020-03-04,"residential",0
"BZ",2020-03-03,"residential",0
"BZ",2020-03-02,"residential",0
"BZ",2020-03-01,"residential",0
"BZ",2020-02-29,"residential",-1
"BZ",2020-02-28,"residential",-1
"BZ",2020-02-27,"residential",0
"BZ",2020-02-26,"residential",1
"BZ",2020-02-25,"residential",0
"BZ",2020-02-24,"residential",0
"BZ",2020-02-23,"residential",0
"BZ",2020-02-22,"residential",-1
"BZ",2020-02-21,"residential",0
"BZ",2020-02-20,"residential",0
"BZ",2020-02-19,"residential",3
"BZ",2020-02-18,"residential",0
"BZ",2020-02-17,"residential",0
"BZ",2020-02-16,"residential",0
"BZ",2020-04-05,"retail and recreation",-76
"BZ",2020-04-04,"retail and recreation",-74
"BZ",2020-04-03,"retail and recreation",-68
"BZ",2020-04-02,"retail and recreation",-67
"BZ",2020-04-01,"retail and recreation",-47
"BZ",2020-03-31,"retail and recreation",-43
"BZ",2020-03-30,"retail and recreation",-47
"BZ",2020-03-29,"retail and recreation",-63
"BZ",2020-03-28,"retail and recreation",-57
"BZ",2020-03-27,"retail and recreation",-54
"BZ",2020-03-26,"retail and recreation",-54
"BZ",2020-03-25,"retail and recreation",-45
"BZ",2020-03-24,"retail and recreation",-42
"BZ",2020-03-23,"retail and recreation",-24
"BZ",2020-03-22,"retail and recreation",-36
"BZ",2020-03-21,"retail and recreation",-18
"BZ",2020-03-20,"retail and recreation",-8
"BZ",2020-03-19,"retail and recreation",-9
"BZ",2020-03-18,"retail and recreation",-10
"BZ",2020-03-17,"retail and recreation",-9
"BZ",2020-03-16,"retail and recreation",-5
"BZ",2020-03-15,"retail and recreation",-4
"BZ",2020-03-14,"retail and recreation",0
"BZ",2020-03-13,"retail and recreation",4
"BZ",2020-03-12,"retail and recreation",4
"BZ",2020-03-11,"retail and recreation",1
"BZ",2020-03-10,"retail and recreation",1
"BZ",2020-03-09,"retail and recreation",-11
"BZ",2020-03-08,"retail and recreation",-9
"BZ",2020-03-07,"retail and recreation",1
"BZ",2020-03-06,"retail and recreation",-1
"BZ",2020-03-05,"retail and recreation",2
"BZ",2020-03-04,"retail and recreation",3
"BZ",2020-03-03,"retail and recreation",1
"BZ",2020-03-02,"retail and recreation",3
"BZ",2020-03-01,"retail and recreation",6
"BZ",2020-02-29,"retail and recreation",5
"BZ",2020-02-28,"retail and recreation",7
"BZ",2020-02-27,"retail and recreation",6
"BZ",2020-02-26,"retail and recreation",1
"BZ",2020-02-25,"retail and recreation",1
"BZ",2020-02-24,"retail and recreation",1
"BZ",2020-02-23,"retail and recreation",3
"BZ",2020-02-22,"retail and recreation",4
"BZ",2020-02-21,"retail and recreation",0
"BZ",2020-02-20,"retail and recreation",1
"BZ",2020-02-19,"retail and recreation",3
"BZ",2020-02-18,"retail and recreation",1
"BZ",2020-02-17,"retail and recreation",4
"BZ",2020-02-16,"retail and recreation",3
"BZ",2020-04-05,"transit stations",-82
"BZ",2020-04-04,"transit stations",-78
"BZ",2020-04-03,"transit stations",-75
"BZ",2020-04-02,"transit stations",-75
"BZ",2020-04-01,"transit stations",-62
"BZ",2020-03-31,"transit stations",-60
"BZ",2020-03-30,"transit stations",-62
"BZ",2020-03-29,"transit stations",-68
"BZ",2020-03-28,"transit stations",-65
"BZ",2020-03-27,"transit stations",-64
"BZ",2020-03-26,"transit stations",-62
"BZ",2020-03-25,"transit stations",-60
"BZ",2020-03-24,"transit stations",-55
"BZ",2020-03-23,"transit stations",-32
"BZ",2020-03-22,"transit stations",-27
"BZ",2020-03-21,"transit stations",-14
"BZ",2020-03-20,"transit stations",-12
"BZ",2020-03-19,"transit stations",-12
"BZ",2020-03-18,"transit stations",-11
"BZ",2020-03-17,"transit stations",-9
"BZ",2020-03-16,"transit stations",-7
"BZ",2020-03-15,"transit stations",-3
"BZ",2020-03-14,"transit stations",4
"BZ",2020-03-13,"transit stations",4
"BZ",2020-03-12,"transit stations",5
"BZ",2020-03-11,"transit stations",6
"BZ",2020-03-10,"transit stations",7
"BZ",2020-03-09,"transit stations",-10
"BZ",2020-03-08,"transit stations",-12
"BZ",2020-03-07,"transit stations",6
"BZ",2020-03-06,"transit stations",7
"BZ",2020-03-05,"transit stations",8
"BZ",2020-03-04,"transit stations",10
"BZ",2020-03-03,"transit stations",7
"BZ",2020-03-02,"transit stations",6
"BZ",2020-03-01,"transit stations",11
"BZ",2020-02-29,"transit stations",17
"BZ",2020-02-28,"transit stations",16
"BZ",2020-02-27,"transit stations",9
"BZ",2020-02-26,"transit stations",8
"BZ",2020-02-25,"transit stations",7
"BZ",2020-02-24,"transit stations",9
"BZ",2020-02-23,"transit stations",7
"BZ",2020-02-22,"transit stations",17
"BZ",2020-02-21,"transit stations",8
"BZ",2020-02-20,"transit stations",3
"BZ",2020-02-19,"transit stations",9
"BZ",2020-02-18,"transit stations",5
"BZ",2020-02-17,"transit stations",5
"BZ",2020-02-16,"transit stations",7
"BZ",2020-04-05,"workplaces",-57
"BZ",2020-04-04,"workplaces",-57
"BZ",2020-04-03,"workplaces",-62
"BZ",2020-04-02,"workplaces",-63
"BZ",2020-04-01,"workplaces",-53
"BZ",2020-03-31,"workplaces",-51
"BZ",2020-03-30,"workplaces",-50
"BZ",2020-03-29,"workplaces",-42
"BZ",2020-03-28,"workplaces",-42
"BZ",2020-03-27,"workplaces",-46
"BZ",2020-03-26,"workplaces",-48
"BZ",2020-03-25,"workplaces",-45
"BZ",2020-03-24,"workplaces",-43
"BZ",2020-03-23,"workplaces",-32
"BZ",2020-03-22,"workplaces",-19
"BZ",2020-03-21,"workplaces",-9
"BZ",2020-03-20,"workplaces",-4
"BZ",2020-03-19,"workplaces",-4
"BZ",2020-03-18,"workplaces",-1
"BZ",2020-03-17,"workplaces",-1
"BZ",2020-03-16,"workplaces",0
"BZ",2020-03-15,"workplaces",0
"BZ",2020-03-14,"workplaces",2
"BZ",2020-03-13,"workplaces",3
"BZ",2020-03-12,"workplaces",2
"BZ",2020-03-11,"workplaces",3
"BZ",2020-03-10,"workplaces",3
"BZ",2020-03-09,"workplaces",-32
"BZ",2020-03-08,"workplaces",-32
"BZ",2020-03-07,"workplaces",-2
"BZ",2020-03-06,"workplaces",-1
"BZ",2020-03-05,"workplaces",1
"BZ",2020-03-04,"workplaces",3
"BZ",2020-03-03,"workplaces",3
"BZ",2020-03-02,"workplaces",2
"BZ",2020-03-01,"workplaces",1
"BZ",2020-02-29,"workplaces",2
"BZ",2020-02-28,"workplaces",4
"BZ",2020-02-27,"workplaces",1
"BZ",2020-02-26,"workplaces",1
"BZ",2020-02-25,"workplaces",3
"BZ",2020-02-24,"workplaces",2
"BZ",2020-02-23,"workplaces",1
"BZ",2020-02-22,"workplaces",1
"BZ",2020-02-21,"workplaces",3
"BZ",2020-02-20,"workplaces",1
"BZ",2020-02-19,"workplaces",-11
"BZ",2020-02-18,"workplaces",3
"BZ",2020-02-17,"workplaces",0
"BZ",2020-02-16,"workplaces",0
