"country","date","variable","value"
"NI",2020-03-16,"residential",-1
"NI",2020-03-15,"residential",0
"NI",2020-03-14,"residential",0
"NI",2020-03-13,"residential",-1
"NI",2020-03-12,"residential",-1
"NI",2020-03-11,"residential",-1
"NI",2020-03-10,"residential",-1
"NI",2020-03-09,"residential",-1
"NI",2020-03-08,"residential",0
"NI",2020-03-07,"residential",0
"NI",2020-03-06,"residential",-1
"NI",2020-03-05,"residential",-1
"NI",2020-03-04,"residential",-1
"NI",2020-03-03,"residential",-1
"NI",2020-03-02,"residential",-1
"NI",2020-03-01,"residential",-1
"NI",2020-02-29,"residential",0
"NI",2020-02-28,"residential",-1
"NI",2020-02-27,"residential",-1
"NI",2020-02-26,"residential",0
"NI",2020-02-25,"residential",-1
"NI",2020-02-24,"residential",0
"NI",2020-02-23,"residential",0
"NI",2020-02-22,"residential",1
"NI",2020-02-21,"residential",0
"NI",2020-02-20,"residential",-1
"NI",2020-02-19,"residential",0
"NI",2020-02-18,"residential",-1
"NI",2020-02-17,"residential",-1
"NI",2020-02-16,"residential",-1
"NI",2020-04-05,"retail and recreation",-40
"NI",2020-04-04,"retail and recreation",-33
"NI",2020-04-03,"retail and recreation",-27
"NI",2020-04-02,"retail and recreation",-30
"NI",2020-04-01,"retail and recreation",-29
"NI",2020-03-31,"retail and recreation",-28
"NI",2020-03-30,"retail and recreation",-29
"NI",2020-03-29,"retail and recreation",-45
"NI",2020-03-28,"retail and recreation",-40
"NI",2020-03-27,"retail and recreation",-36
"NI",2020-03-26,"retail and recreation",-36
"NI",2020-03-25,"retail and recreation",-35
"NI",2020-03-24,"retail and recreation",-33
"NI",2020-03-23,"retail and recreation",-29
"NI",2020-03-22,"retail and recreation",-42
"NI",2020-03-21,"retail and recreation",-37
"NI",2020-03-20,"retail and recreation",-25
"NI",2020-03-19,"retail and recreation",-19
"NI",2020-03-18,"retail and recreation",-11
"NI",2020-03-17,"retail and recreation",-6
"NI",2020-03-16,"retail and recreation",-3
"NI",2020-03-15,"retail and recreation",-1
"NI",2020-03-14,"retail and recreation",1
"NI",2020-03-13,"retail and recreation",0
"NI",2020-03-12,"retail and recreation",-3
"NI",2020-03-11,"retail and recreation",-4
"NI",2020-03-10,"retail and recreation",-3
"NI",2020-03-09,"retail and recreation",-2
"NI",2020-03-08,"retail and recreation",0
"NI",2020-03-07,"retail and recreation",2
"NI",2020-03-06,"retail and recreation",2
"NI",2020-03-05,"retail and recreation",2
"NI",2020-03-04,"retail and recreation",-1
"NI",2020-03-03,"retail and recreation",-2
"NI",2020-03-02,"retail and recreation",0
"NI",2020-03-01,"retail and recreation",3
"NI",2020-02-29,"retail and recreation",6
"NI",2020-02-28,"retail and recreation",4
"NI",2020-02-27,"retail and recreation",2
"NI",2020-02-26,"retail and recreation",-3
"NI",2020-02-25,"retail and recreation",-5
"NI",2020-02-24,"retail and recreation",-3
"NI",2020-02-23,"retail and recreation",-1
"NI",2020-02-22,"retail and recreation",-1
"NI",2020-02-21,"retail and recreation",0
"NI",2020-02-20,"retail and recreation",1
"NI",2020-02-19,"retail and recreation",-2
"NI",2020-02-18,"retail and recreation",-4
"NI",2020-02-17,"retail and recreation",0
"NI",2020-02-16,"retail and recreation",2
"NI",2020-04-05,"transit stations",-35
"NI",2020-04-04,"transit stations",-28
"NI",2020-04-03,"transit stations",-24
"NI",2020-04-02,"transit stations",-25
"NI",2020-04-01,"transit stations",-26
"NI",2020-03-31,"transit stations",-28
"NI",2020-03-30,"transit stations",-29
"NI",2020-03-29,"transit stations",-38
"NI",2020-03-28,"transit stations",-34
"NI",2020-03-27,"transit stations",-30
"NI",2020-03-26,"transit stations",-28
"NI",2020-03-25,"transit stations",-27
"NI",2020-03-24,"transit stations",-27
"NI",2020-03-23,"transit stations",-25
"NI",2020-03-22,"transit stations",-32
"NI",2020-03-21,"transit stations",-27
"NI",2020-03-20,"transit stations",-16
"NI",2020-03-19,"transit stations",-10
"NI",2020-03-18,"transit stations",-5
"NI",2020-03-17,"transit stations",-4
"NI",2020-03-16,"transit stations",-2
"NI",2020-03-15,"transit stations",-1
"NI",2020-03-14,"transit stations",0
"NI",2020-03-13,"transit stations",0
"NI",2020-03-12,"transit stations",0
"NI",2020-03-11,"transit stations",-1
"NI",2020-03-10,"transit stations",0
"NI",2020-03-09,"transit stations",0
"NI",2020-03-08,"transit stations",-2
"NI",2020-03-07,"transit stations",-1
"NI",2020-03-06,"transit stations",2
"NI",2020-03-05,"transit stations",3
"NI",2020-03-04,"transit stations",2
"NI",2020-03-03,"transit stations",1
"NI",2020-03-02,"transit stations",0
"NI",2020-03-01,"transit stations",1
"NI",2020-02-29,"transit stations",0
"NI",2020-02-28,"transit stations",0
"NI",2020-02-27,"transit stations",-1
"NI",2020-02-26,"transit stations",-3
"NI",2020-02-25,"transit stations",-2
"NI",2020-02-24,"transit stations",-2
"NI",2020-02-23,"transit stations",-1
"NI",2020-02-22,"transit stations",-3
"NI",2020-02-21,"transit stations",0
"NI",2020-02-20,"transit stations",2
"NI",2020-02-19,"transit stations",1
"NI",2020-02-18,"transit stations",-2
"NI",2020-02-17,"transit stations",-1
"NI",2020-02-16,"transit stations",1
"NI",2020-04-05,"workplaces",-16
"NI",2020-04-04,"workplaces",-17
"NI",2020-04-03,"workplaces",-14
"NI",2020-04-02,"workplaces",-16
"NI",2020-04-01,"workplaces",-16
"NI",2020-03-31,"workplaces",-15
"NI",2020-03-30,"workplaces",-13
"NI",2020-03-29,"workplaces",-17
"NI",2020-03-28,"workplaces",-17
"NI",2020-03-27,"workplaces",-15
"NI",2020-03-26,"workplaces",-16
"NI",2020-03-25,"workplaces",-14
"NI",2020-03-24,"workplaces",-13
"NI",2020-03-23,"workplaces",-9
"NI",2020-03-22,"workplaces",-12
"NI",2020-03-21,"workplaces",-10
"NI",2020-03-20,"workplaces",-2
"NI",2020-03-19,"workplaces",3
"NI",2020-03-18,"workplaces",10
"NI",2020-03-17,"workplaces",13
"NI",2020-03-16,"workplaces",15
"NI",2020-03-15,"workplaces",7
"NI",2020-03-14,"workplaces",4
"NI",2020-03-13,"workplaces",12
"NI",2020-03-12,"workplaces",15
"NI",2020-03-11,"workplaces",14
"NI",2020-03-10,"workplaces",15
"NI",2020-03-09,"workplaces",17
"NI",2020-03-08,"workplaces",9
"NI",2020-03-07,"workplaces",4
"NI",2020-03-06,"workplaces",10
"NI",2020-03-05,"workplaces",15
"NI",2020-03-04,"workplaces",13
"NI",2020-03-03,"workplaces",13
"NI",2020-03-02,"workplaces",15
"NI",2020-03-01,"workplaces",11
"NI",2020-02-29,"workplaces",4
"NI",2020-02-28,"workplaces",9
"NI",2020-02-27,"workplaces",13
"NI",2020-02-26,"workplaces",11
"NI",2020-02-25,"workplaces",12
"NI",2020-02-24,"workplaces",12
"NI",2020-02-23,"workplaces",12
"NI",2020-02-22,"workplaces",1
"NI",2020-02-21,"workplaces",6
"NI",2020-02-20,"workplaces",13
"NI",2020-02-19,"workplaces",10
"NI",2020-02-18,"workplaces",10
"NI",2020-02-17,"workplaces",11
"NI",2020-02-16,"workplaces",12
"SV",2020-04-05,"grocery and pharmacy",-58
"SV",2020-04-04,"grocery and pharmacy",-52
"SV",2020-04-03,"grocery and pharmacy",-46
"SV",2020-04-02,"grocery and pharmacy",-45
"SV",2020-04-01,"grocery and pharmacy",-43
"SV",2020-03-31,"grocery and pharmacy",-43
"SV",2020-03-30,"grocery and pharmacy",-45
"SV",2020-03-29,"grocery and pharmacy",-62
"SV",2020-03-28,"grocery and pharmacy",-56
"SV",2020-03-27,"grocery and pharmacy",-47
"SV",2020-03-26,"grocery and pharmacy",-50
"SV",2020-03-25,"grocery and pharmacy",-52
"SV",2020-03-24,"grocery and pharmacy",-54
"SV",2020-03-23,"grocery and pharmacy",-50
"SV",2020-03-22,"grocery and pharmacy",-57
"SV",2020-03-21,"grocery and pharmacy",-27
"SV",2020-03-20,"grocery and pharmacy",-15
"SV",2020-03-19,"grocery and pharmacy",0
"SV",2020-03-18,"grocery and pharmacy",-1
"SV",2020-03-17,"grocery and pharmacy",3
"SV",2020-03-16,"grocery and pharmacy",9
"SV",2020-03-15,"grocery and pharmacy",5
"SV",2020-03-14,"grocery and pharmacy",7
"SV",2020-03-13,"grocery and pharmacy",11
"SV",2020-03-12,"grocery and pharmacy",9
"SV",2020-03-11,"grocery and pharmacy",11
"SV",2020-03-10,"grocery and pharmacy",6
"SV",2020-03-09,"grocery and pharmacy",1
"SV",2020-03-08,"grocery and pharmacy",0
"SV",2020-03-07,"grocery and pharmacy",0
"SV",2020-03-06,"grocery and pharmacy",0
"SV",2020-03-05,"grocery and pharmacy",0
"SV",2020-03-04,"grocery and pharmacy",1
"SV",2020-03-03,"grocery and pharmacy",3
"SV",2020-03-02,"grocery and pharmacy",5
"SV",2020-03-01,"grocery and pharmacy",7
"SV",2020-02-29,"grocery and pharmacy",7
"SV",2020-02-28,"grocery and pharmacy",6
"SV",2020-02-27,"grocery and pharmacy",3
"SV",2020-02-26,"grocery and pharmacy",-2
"SV",2020-02-25,"grocery and pharmacy",-2
"SV",2020-02-24,"grocery and pharmacy",-1
"SV",2020-02-23,"grocery and pharmacy",1
"SV",2020-02-22,"grocery and pharmacy",1
"SV",2020-02-21,"grocery and pharmacy",1
"SV",2020-02-20,"grocery and pharmacy",1
"SV",2020-02-19,"grocery and pharmacy",-1
"SV",2020-02-18,"grocery and pharmacy",0
"SV",2020-02-17,"grocery and pharmacy",1
"SV",2020-02-16,"grocery and pharmacy",4
"SV",2020-04-05,"parks",-70
"SV",2020-04-04,"parks",-68
"SV",2020-04-03,"parks",-64
"SV",2020-04-02,"parks",-62
"SV",2020-04-01,"parks",-61
"SV",2020-03-31,"parks",-61
"SV",2020-03-30,"parks",-60
"SV",2020-03-29,"parks",-72
"SV",2020-03-28,"parks",-70
"SV",2020-03-27,"parks",-67
"SV",2020-03-26,"parks",-68
"SV",2020-03-25,"parks",-67
"SV",2020-03-24,"parks",-68
"SV",2020-03-23,"parks",-67
"SV",2020-03-22,"parks",-73
"SV",2020-03-21,"parks",-55
"SV",2020-03-20,"parks",-45
"SV",2020-03-19,"parks",-37
"SV",2020-03-18,"parks",-27
"SV",2020-03-17,"parks",-23
"SV",2020-03-16,"parks",-19
"SV",2020-03-15,"parks",-20
"SV",2020-03-14,"parks",-17
"SV",2020-03-13,"parks",-12
"SV",2020-03-12,"parks",-10
"SV",2020-03-11,"parks",-3
"SV",2020-03-10,"parks",-2
"SV",2020-03-09,"parks",-4
"SV",2020-03-08,"parks",-3
"SV",2020-03-07,"parks",-3
"SV",2020-03-06,"parks",-3
"SV",2020-03-05,"parks",-3
"SV",2020-03-04,"parks",-2
"SV",2020-03-03,"parks",-1
"SV",2020-03-02,"parks",-2
"SV",2020-03-01,"parks",0
"SV",2020-02-29,"parks",1
"SV",2020-02-28,"parks",-2
"SV",2020-02-27,"parks",-3
"SV",2020-02-26,"parks",-1
"SV",2020-02-25,"parks",1
"SV",2020-02-24,"parks",-3
"SV",2020-02-23,"parks",-3
"SV",2020-02-22,"parks",-1
"SV",2020-02-21,"parks",-3
"SV",2020-02-20,"parks",-4
"SV",2020-02-19,"parks",-3
"SV",2020-02-18,"parks",-1
"SV",2020-02-17,"parks",0
"SV",2020-02-16,"parks",-2
"SV",2020-04-05,"residential",22
"SV",2020-04-04,"residential",28
"SV",2020-04-03,"residential",33
"SV",2020-04-02,"residential",32
"SV",2020-04-01,"residential",32
"SV",2020-03-31,"residential",31
"SV",2020-03-30,"residential",32
"SV",2020-03-29,"residential",23
"SV",2020-03-28,"residential",28
"SV",2020-03-27,"residential",34
"SV",2020-03-26,"residential",34
"SV",2020-03-25,"residential",34
"SV",2020-03-24,"residential",34
"SV",2020-03-23,"residential",34
"SV",2020-03-22,"residential",24
"SV",2020-03-21,"residential",20
"SV",2020-03-20,"residential",21
"SV",2020-03-19,"residential",18
"SV",2020-03-18,"residential",13
"SV",2020-03-17,"residential",10
"SV",2020-03-16,"residential",8
"SV",2020-03-15,"residential",6
"SV",2020-03-14,"residential",5
"SV",2020-03-13,"residential",4
"SV",2020-03-12,"residential",4
"SV",2020-03-11,"residential",1
"SV",2020-03-10,"residential",-1
"SV",2020-03-09,"residential",0
"SV",2020-03-08,"residential",0
"SV",2020-03-07,"residential",1
"SV",2020-03-06,"residential",-1
"SV",2020-03-05,"residential",-1
"SV",2020-03-04,"residential",-1
"SV",2020-03-03,"residential",-1
"SV",2020-03-02,"residential",-1
"SV",2020-03-01,"residential",-1
"SV",2020-02-29,"residential",-1
"SV",2020-02-28,"residential",-1
"SV",2020-02-27,"residential",-1
"SV",2020-02-26,"residential",0
"SV",2020-02-25,"residential",-1
"SV",2020-02-24,"residential",-1
"SV",2020-02-23,"residential",0
"SV",2020-02-22,"residential",0
"SV",2020-02-21,"residential",0
"SV",2020-02-20,"residential",-1
"SV",2020-02-19,"residential",0
"SV",2020-02-18,"residential",-1
"SV",2020-02-17,"residential",-1
"SV",2020-02-16,"residential",0
"SV",2020-04-05,"retail and recreation",-78
"SV",2020-04-04,"retail and recreation",-76
"SV",2020-04-03,"retail and recreation",-72
"SV",2020-04-02,"retail and recreation",-71
"SV",2020-04-01,"retail and recreation",-70
"SV",2020-03-31,"retail and recreation",-69
"SV",2020-03-30,"retail and recreation",-69
"SV",2020-03-29,"retail and recreation",-81
"SV",2020-03-28,"retail and recreation",-79
"SV",2020-03-27,"retail and recreation",-75
"SV",2020-03-26,"retail and recreation",-77
"SV",2020-03-25,"retail and recreation",-77
"SV",2020-03-24,"retail and recreation",-78
"SV",2020-03-23,"retail and recreation",-76
"SV",2020-03-22,"retail and recreation",-82
"SV",2020-03-21,"retail and recreation",-62
"SV",2020-03-20,"retail and recreation",-52
"SV",2020-03-19,"retail and recreation",-41
"SV",2020-03-18,"retail and recreation",-33
"SV",2020-03-17,"retail and recreation",-25
"SV",2020-03-16,"retail and recreation",-18
"SV",2020-03-15,"retail and recreation",-19
"SV",2020-03-14,"retail and recreation",-14
"SV",2020-03-13,"retail and recreation",-8
"SV",2020-03-12,"retail and recreation",-7
"SV",2020-03-11,"retail and recreation",-3
"SV",2020-03-10,"retail and recreation",-1
"SV",2020-03-09,"retail and recreation",-2
"SV",2020-03-08,"retail and recreation",-1
"SV",2020-03-07,"retail and recreation",-1
"SV",2020-03-06,"retail and recreation",-1
"SV",2020-03-05,"retail and recreation",0
"SV",2020-03-04,"retail and recreation",1
"SV",2020-03-03,"retail and recreation",2
"SV",2020-03-02,"retail and recreation",3
"SV",2020-03-01,"retail and recreation",4
"SV",2020-02-29,"retail and recreation",6
"SV",2020-02-28,"retail and recreation",4
"SV",2020-02-27,"retail and recreation",2
"SV",2020-02-26,"retail and recreation",-1
"SV",2020-02-25,"retail and recreation",-1
"SV",2020-02-24,"retail and recreation",0
"SV",2020-02-23,"retail and recreation",-1
"SV",2020-02-22,"retail and recreation",0
"SV",2020-02-21,"retail and recreation",0
"SV",2020-02-20,"retail and recreation",0
"SV",2020-02-19,"retail and recreation",0
"SV",2020-02-18,"retail and recreation",0
"SV",2020-02-17,"retail and recreation",0
"SV",2020-02-16,"retail and recreation",0
"SV",2020-04-05,"transit stations",-70
"SV",2020-04-04,"transit stations",-69
"SV",2020-04-03,"transit stations",-66
"SV",2020-04-02,"transit stations",-65
"SV",2020-04-01,"transit stations",-63
"SV",2020-03-31,"transit stations",-64
"SV",2020-03-30,"transit stations",-64
"SV",2020-03-29,"transit stations",-73
"SV",2020-03-28,"transit stations",-71
"SV",2020-03-27,"transit stations",-69
"SV",2020-03-26,"transit stations",-70
"SV",2020-03-25,"transit stations",-70
"SV",2020-03-24,"transit stations",-70
"SV",2020-03-23,"transit stations",-69
"SV",2020-03-22,"transit stations",-73
"SV",2020-03-21,"transit stations",-56
"SV",2020-03-20,"transit stations",-49
"SV",2020-03-19,"transit stations",-42
"SV",2020-03-18,"transit stations",-33
"SV",2020-03-17,"transit stations",-26
"SV",2020-03-16,"transit stations",-23
"SV",2020-03-15,"transit stations",-23
"SV",2020-03-14,"transit stations",-19
"SV",2020-03-13,"transit stations",-16
"SV",2020-03-12,"transit stations",-14
"SV",2020-03-11,"transit stations",-7
"SV",2020-03-10,"transit stations",-2
"SV",2020-03-09,"transit stations",-2
"SV",2020-03-08,"transit stations",-4
"SV",2020-03-07,"transit stations",-6
"SV",2020-03-06,"transit stations",-4
"SV",2020-03-05,"transit stations",-3
"SV",2020-03-04,"transit stations",-3
"SV",2020-03-03,"transit stations",-1
"SV",2020-03-02,"transit stations",1
"SV",2020-03-01,"transit stations",3
"SV",2020-02-29,"transit stations",1
"SV",2020-02-28,"transit stations",0
"SV",2020-02-27,"transit stations",-1
"SV",2020-02-26,"transit stations",-2
"SV",2020-02-25,"transit stations",-1
"SV",2020-02-24,"transit stations",-1
"SV",2020-02-23,"transit stations",-1
"SV",2020-02-22,"transit stations",-3
"SV",2020-02-21,"transit stations",-2
"SV",2020-02-20,"transit stations",2
"SV",2020-02-19,"transit stations",3
"SV",2020-02-18,"transit stations",2
"SV",2020-02-17,"transit stations",3
"SV",2020-02-16,"transit stations",1
"SV",2020-04-05,"workplaces",-48
"SV",2020-04-04,"workplaces",-57
"SV",2020-04-03,"workplaces",-63
"SV",2020-04-02,"workplaces",-65
"SV",2020-04-01,"workplaces",-65
"SV",2020-03-31,"workplaces",-64
"SV",2020-03-30,"workplaces",-64
"SV",2020-03-29,"workplaces",-50
"SV",2020-03-28,"workplaces",-60
"SV",2020-03-27,"workplaces",-65
"SV",2020-03-26,"workplaces",-68
"SV",2020-03-25,"workplaces",-68
"SV",2020-03-24,"workplaces",-68
"SV",2020-03-23,"workplaces",-66
"SV",2020-03-22,"workplaces",-55
"SV",2020-03-21,"workplaces",-39
"SV",2020-03-20,"workplaces",-38
"SV",2020-03-19,"workplaces",-33
"SV",2020-03-18,"workplaces",-23
"SV",2020-03-17,"workplaces",-17
"SV",2020-03-16,"workplaces",-11
"SV",2020-03-15,"workplaces",-5
"SV",2020-03-14,"workplaces",-1
"SV",2020-03-13,"workplaces",-1
"SV",2020-03-12,"workplaces",-4
"SV",2020-03-11,"workplaces",0
"SV",2020-03-10,"workplaces",5
"SV",2020-03-09,"workplaces",6
"SV",2020-03-08,"workplaces",4
"SV",2020-03-07,"workplaces",4
"SV",2020-03-06,"workplaces",7
"SV",2020-03-05,"workplaces",8
"SV",2020-03-04,"workplaces",5
"SV",2020-03-03,"workplaces",5
"SV",2020-03-02,"workplaces",6
"SV",2020-03-01,"workplaces",6
"SV",2020-02-29,"workplaces",5
"SV",2020-02-28,"workplaces",7
"SV",2020-02-27,"workplaces",7
"SV",2020-02-26,"workplaces",4
"SV",2020-02-25,"workplaces",4
"SV",2020-02-24,"workplaces",4
"SV",2020-02-23,"workplaces",4
"SV",2020-02-22,"workplaces",2
"SV",2020-02-21,"workplaces",4
"SV",2020-02-20,"workplaces",7
"SV",2020-02-19,"workplaces",3
"SV",2020-02-18,"workplaces",3
"SV",2020-02-17,"workplaces",4
"SV",2020-02-16,"workplaces",5
"PA",2020-04-05,"grocery and pharmacy",-95
"PA",2020-04-04,"grocery and pharmacy",-55
"PA",2020-04-03,"grocery and pharmacy",-64
"PA",2020-04-02,"grocery and pharmacy",-54
"PA",2020-04-01,"grocery and pharmacy",-67
"PA",2020-03-31,"grocery and pharmacy",-53
"PA",2020-03-30,"grocery and pharmacy",-54
"PA",2020-03-29,"grocery and pharmacy",-61
"PA",2020-03-28,"grocery and pharmacy",-53
"PA",2020-03-27,"grocery and pharmacy",-53
"PA",2020-03-26,"grocery and pharmacy",-53
"PA",2020-03-25,"grocery and pharmacy",-54
"PA",2020-03-24,"grocery and pharmacy",-48
"PA",2020-03-23,"grocery and pharmacy",-39
"PA",2020-03-22,"grocery and pharmacy",-41
"PA",2020-03-21,"grocery and pharmacy",-37
"PA",2020-03-20,"grocery and pharmacy",-29
"PA",2020-03-19,"grocery and pharmacy",-29
"PA",2020-03-18,"grocery and pharmacy",-29
"PA",2020-03-17,"grocery and pharmacy",-21
"PA",2020-03-16,"grocery and pharmacy",-13
"PA",2020-03-15,"grocery and pharmacy",-7
"PA",2020-03-14,"grocery and pharmacy",0
"PA",2020-03-13,"grocery and pharmacy",4
"PA",2020-03-12,"grocery and pharmacy",6
"PA",2020-03-11,"grocery and pharmacy",8
"PA",2020-03-10,"grocery and pharmacy",12
"PA",2020-03-09,"grocery and pharmacy",8
"PA",2020-03-08,"grocery and pharmacy",6
"PA",2020-03-07,"grocery and pharmacy",6
"PA",2020-03-06,"grocery and pharmacy",1
"PA",2020-03-05,"grocery and pharmacy",0
"PA",2020-03-04,"grocery and pharmacy",4
"PA",2020-03-03,"grocery and pharmacy",6
"PA",2020-03-02,"grocery and pharmacy",9
"PA",2020-03-01,"grocery and pharmacy",13
"PA",2020-02-29,"grocery and pharmacy",19
"PA",2020-02-28,"grocery and pharmacy",12
"PA",2020-02-27,"grocery and pharmacy",5
"PA",2020-02-26,"grocery and pharmacy",2
"PA",2020-02-25,"grocery and pharmacy",-11
"PA",2020-02-24,"grocery and pharmacy",-16
"PA",2020-02-23,"grocery and pharmacy",-7
"PA",2020-02-22,"grocery and pharmacy",2
"PA",2020-02-21,"grocery and pharmacy",8
"PA",2020-02-20,"grocery and pharmacy",10
"PA",2020-02-19,"grocery and pharmacy",7
"PA",2020-02-18,"grocery and pharmacy",2
"PA",2020-02-17,"grocery and pharmacy",2
"PA",2020-02-16,"grocery and pharmacy",5
"PA",2020-04-05,"parks",-86
"PA",2020-04-04,"parks",-75
"PA",2020-04-03,"parks",-74
"PA",2020-04-02,"parks",-70
"PA",2020-04-01,"parks",-73
"PA",2020-03-31,"parks",-69
"PA",2020-03-30,"parks",-69
"PA",2020-03-29,"parks",-78
"PA",2020-03-28,"parks",-75
"PA",2020-03-27,"parks",-71
"PA",2020-03-26,"parks",-71
"PA",2020-03-25,"parks",-71
"PA",2020-03-24,"parks",-63
"PA",2020-03-23,"parks",-56
"PA",2020-03-22,"parks",-65
"PA",2020-03-21,"parks",-62
"PA",2020-03-20,"parks",-50
"PA",2020-03-19,"parks",-46
"PA",2020-03-18,"parks",-41
"PA",2020-03-17,"parks",-37
"PA",2020-03-16,"parks",-30
"PA",2020-03-15,"parks",-39
"PA",2020-03-14,"parks",-34
"PA",2020-03-13,"parks",-23
"PA",2020-03-12,"parks",-20
"PA",2020-03-11,"parks",-17
"PA",2020-03-10,"parks",-10
"PA",2020-03-09,"parks",-5
"PA",2020-03-08,"parks",-8
"PA",2020-03-07,"parks",-9
"PA",2020-03-06,"parks",-5
"PA",2020-03-05,"parks",-3
"PA",2020-03-04,"parks",-3
"PA",2020-03-03,"parks",-2
"PA",2020-03-02,"parks",-2
"PA",2020-03-01,"parks",-6
"PA",2020-02-29,"parks",-10
"PA",2020-02-28,"parks",-6
"PA",2020-02-27,"parks",-6
"PA",2020-02-26,"parks",-6
"PA",2020-02-25,"parks",2
"PA",2020-02-24,"parks",38
"PA",2020-02-23,"parks",52
"PA",2020-02-22,"parks",31
"PA",2020-02-21,"parks",13
"PA",2020-02-20,"parks",6
"PA",2020-02-19,"parks",0
"PA",2020-02-18,"parks",0
"PA",2020-02-17,"parks",2
"PA",2020-02-16,"parks",0
"PA",2020-04-05,"residential",36
"PA",2020-04-04,"residential",37
"PA",2020-04-03,"residential",45
"PA",2020-04-02,"residential",41
"PA",2020-04-01,"residential",42
"PA",2020-03-31,"residential",39
"PA",2020-03-30,"residential",39
"PA",2020-03-29,"residential",31
"PA",2020-03-28,"residential",36
"PA",2020-03-27,"residential",43
"PA",2020-03-26,"residential",41
"PA",2020-03-25,"residential",40
"PA",2020-03-24,"residential",34
"PA",2020-03-23,"residential",31
"PA",2020-03-22,"residential",26
"PA",2020-03-21,"residential",27
"PA",2020-03-20,"residential",26
"PA",2020-03-19,"residential",25
"PA",2020-03-18,"residential",23
"PA",2020-03-17,"residential",19
"PA",2020-03-16,"residential",15
"PA",2020-03-15,"residential",14
"PA",2020-03-14,"residential",12
"PA",2020-03-13,"residential",10
"PA",2020-03-12,"residential",8
"PA",2020-03-11,"residential",6
"PA",2020-03-10,"residential",2
"PA",2020-03-09,"residential",0
"PA",2020-03-08,"residential",1
"PA",2020-03-07,"residential",2
"PA",2020-03-06,"residential",0
"PA",2020-03-05,"residential",-1
"PA",2020-03-04,"residential",0
"PA",2020-03-03,"residential",-1
"PA",2020-03-02,"residential",-1
"PA",2020-03-01,"residential",-1
"PA",2020-02-29,"residential",0
"PA",2020-02-28,"residential",-1
"PA",2020-02-27,"residential",0
"PA",2020-02-26,"residential",2
"PA",2020-02-25,"residential",9
"PA",2020-02-24,"residential",12
"PA",2020-02-23,"residential",9
"PA",2020-02-22,"residential",-1
"PA",2020-02-21,"residential",0
"PA",2020-02-20,"residential",-1
"PA",2020-02-19,"residential",-2
"PA",2020-02-18,"residential",-1
"PA",2020-02-17,"residential",-1
"PA",2020-02-16,"residential",-1
"PA",2020-04-05,"retail and recreation",-95
"PA",2020-04-04,"retail and recreation",-83
"PA",2020-04-03,"retail and recreation",-85
"PA",2020-04-02,"retail and recreation",-81
"PA",2020-04-01,"retail and recreation",-85
"PA",2020-03-31,"retail and recreation",-80
"PA",2020-03-30,"retail and recreation",-80
"PA",2020-03-29,"retail and recreation",-84
"PA",2020-03-28,"retail and recreation",-82
"PA",2020-03-27,"retail and recreation",-81
"PA",2020-03-26,"retail and recreation",-81
"PA",2020-03-25,"retail and recreation",-82
"PA",2020-03-24,"retail and recreation",-71
"PA",2020-03-23,"retail and recreation",-64
"PA",2020-03-22,"retail and recreation",-68
"PA",2020-03-21,"retail and recreation",-65
"PA",2020-03-20,"retail and recreation",-53
"PA",2020-03-19,"retail and recreation",-50
"PA",2020-03-18,"retail and recreation",-47
"PA",2020-03-17,"retail and recreation",-41
"PA",2020-03-16,"retail and recreation",-32
"PA",2020-03-15,"retail and recreation",-35
"PA",2020-03-14,"retail and recreation",-27
"PA",2020-03-13,"retail and recreation",-19
"PA",2020-03-12,"retail and recreation",-17
"PA",2020-03-11,"retail and recreation",-16
"PA",2020-03-10,"retail and recreation",-10
"PA",2020-03-09,"retail and recreation",-5
"PA",2020-03-08,"retail and recreation",-1
"PA",2020-03-07,"retail and recreation",2
"PA",2020-03-06,"retail and recreation",0
"PA",2020-03-05,"retail and recreation",-1
"PA",2020-03-04,"retail and recreation",-1
"PA",2020-03-03,"retail and recreation",-1
"PA",2020-03-02,"retail and recreation",2
"PA",2020-03-01,"retail and recreation",8
"PA",2020-02-29,"retail and recreation",15
"PA",2020-02-28,"retail and recreation",11
"PA",2020-02-27,"retail and recreation",4
"PA",2020-02-26,"retail and recreation",-2
"PA",2020-02-25,"retail and recreation",-19
"PA",2020-02-24,"retail and recreation",-32
"PA",2020-02-23,"retail and recreation",-18
"PA",2020-02-22,"retail and recreation",-8
"PA",2020-02-21,"retail and recreation",-6
"PA",2020-02-20,"retail and recreation",4
"PA",2020-02-19,"retail and recreation",6
"PA",2020-02-18,"retail and recreation",1
"PA",2020-02-17,"retail and recreation",2
"PA",2020-02-16,"retail and recreation",4
"PA",2020-04-05,"transit stations",-89
"PA",2020-04-04,"transit stations",-77
"PA",2020-04-03,"transit stations",-79
"PA",2020-04-02,"transit stations",-77
"PA",2020-04-01,"transit stations",-79
"PA",2020-03-31,"transit stations",-76
"PA",2020-03-30,"transit stations",-76
"PA",2020-03-29,"transit stations",-77
"PA",2020-03-28,"transit stations",-76
"PA",2020-03-27,"transit stations",-76
"PA",2020-03-26,"transit stations",-76
"PA",2020-03-25,"transit stations",-77
"PA",2020-03-24,"transit stations",-68
"PA",2020-03-23,"transit stations",-62
"PA",2020-03-22,"transit stations",-60
"PA",2020-03-21,"transit stations",-54
